"lat" "lng"
"236" 36.0707196 -79.8009563
"237" 38.8928199 -89.4087017
"238" 41.7497145 -92.719516
"239" 41.156641 -80.0772392
"240" 36.0963643 -79.8907564
"241" 44.3231904 -93.978476
"242" 40.1980252 -75.2351244
"243" 43.050318 -75.404903
"244" 44.9659669 -93.16535
"245" 37.241039 -78.460986
"246" 37.0217039 -76.3364923
"247" 38.72784 -85.46153
"248" 32.4776324 -99.7349328
"249" 35.2458995 -91.7272139
"250" 42.4570869 -75.0732118
"251" 42.3770029 -71.1166601
"252" 34.106067 -117.7093147
"253" 40.5906336 -98.3734674
"254" 35.1000469 -92.4420118
"255" 41.9329457 -84.6309611
"256" 41.3106764 -81.1439907
"257" 42.859508 -76.985265
"258" 40.714111 -73.600523
"259" 37.3547884 -79.9430537
"260" 39.4213829 -77.4202024
"261" 42.7871797 -86.1023574
"262" 42.4272586 -78.1556683
"263" 32.3504918 -86.2863163
"264" 32.3504918 -86.2863163
"265" 43.0089872 -81.2777003
"266" 44.8273127 -68.7922027
"267" 41.7786157 -88.095004
"268" 39.730211 -90.24675
"269" 41.8348731 -87.6270059
"270" 40.5109769 -88.9935493
"271" 40.4909408 -88.9902736
"272" 40.0294054 -75.5689967
"273" 29.4669843 -98.4658294
"274" 39.4712412 -87.4080662
"275" 39.1701821 -86.5147805
"276" 40.5193861 -85.6646919
"277" 40.923618 -73.789506
"278" 42.0266187 -93.6464654
"279" 42.4221462 -76.4950805
"280" 38.435092 -78.8697548
"281" 46.9142579 -98.697826
"282" 40.7107005 -74.0878351
"283" 36.1915661 -94.5585948
"284" 41.4901948 -81.5314425
"285" 39.3299013 -76.6205177
"286" 44.6463437 -72.6742736
"287" 32.6298869 -87.3149694
"288" 40.4994634 -78.0166127
"289" 39.1974437 -96.5847249
"290" 38.8137889 -97.6094191
"291" 42.9249987 -72.2822698
"292" 37.7437003 -87.1206864
"293" 40.3768328 -82.3965928
"294" 42.6152852 -77.0905836
"295" 41.2497878 -75.8796072
"296" 36.586662 -82.159805
"297" 40.9416833 -90.3713045
"298" 40.5683018 -80.0140875
"299" 40.0391916 -75.1551765
"300" 40.6986202 -75.2087298
"301" 33.0384447 -85.0433441
"302" 42.249058 -87.828913
"303" 43.8421743 -87.884225
"304" 30.0406779 -94.0754771
"305" 35.6236663 -88.8302081
"306" 34.201084 -82.166785
"307" 44.2613016 -88.3979247
"308" 43.0497018 -76.0855042
"309" 40.331103 -76.514699
"310" 40.6069087 -75.3782832
"311" 35.739811 -81.3266096
"312" 42.3800462 -71.1171337
"313" 32.4669682 -94.7303026
"314" 45.4524083 -122.6774355
"315" 41.6025512 -88.0804503
"316" 36.577238 -83.6601104
"317" 38.5637835 -92.1670959
"318" 38.7865379 -90.5039452
"319" 45.200606 -123.199224
"320" 35.6714409 -80.4846745
"321" 41.1417247 -77.4623298
"322" 37.301205 -78.396173
"323" 42.502738 -90.681399
"324" 31.32528 -92.42666
"325" 30.4132579 -91.1800023
"326" 32.5282532 -92.6498668
"327" 39.3462543 -76.6174433
"328" 33.9704172 -118.4174046
"329" 41.9998037 -87.6582194
"330" 41.9998037 -87.6582194
"331" 43.311063 -91.8062533
"332" 41.2452371 -77.0001601
"333" 37.3980988 -79.1816587
"334" 44.535537 -72.025166
"335" 44.93914 -93.1685031
"336" 39.73207 -90.2230761
"337" 40.8272374 -81.3806233
"338" 41.0115283 -85.7600945
"339" 40.889897 -73.901076
"340" 41.0322069 -73.7147813
"341" 44.146362 -93.999613
"342" 43.777902 -88.421463
"343" 39.4145456 -81.4491067
"344" 41.7214019 -73.9354938
"345" 43.0384823 -87.9296357
"346" 38.4192496 -82.445154
"347" 38.15387 -79.0692558
"348" 38.2996461 -77.4714285
"349" 41.0753728 -73.8495986
"350" 40.7687397 -73.9597802
"351" 38.905384 -77.12852
"352" 35.7539743 -83.9650834
"353" 38.644986 -90.504679
"354" 41.4336071 -75.6342257
"355" 42.360091 -71.09416
"356" 47.5039109 -97.3238653
"357" 38.6088277 -89.8154883
"358" 32.4291005 -99.7506277
"359" 38.3707912 -97.6434822
"360" 32.827872 -83.652617
"361" 42.1050905 -80.0531814
"362" 35.7989768 -78.6884823
"363" 42.6677049 -71.1225705
"364" 39.0787545 -108.553526
"365" 40.1579568 -76.9881939
"366" 39.5105334 -84.7308768
"367" 42.701848 -84.4821719
"368" 47.1170514 -88.5445315
"369" 38.8744755 -94.7804258
"370" 39.9966065 -76.3540148
"371" 36.3011698 -82.2904086
"372" 39.8424639 -88.9742951
"373" 32.3233805 -90.1787657
"374" 43.0440459 -87.9090839
"375" 32.3349097 -90.3304136
"376" 33.456377 -88.795568
"377" 33.4947336 -88.4188373
"378" 37.0959575 -94.4621993
"379" 39.1083323 -93.1914066
"380" 40.9137131 -90.6387991
"381" 40.9137131 -90.6387991
"382" 46.0123464 -112.557698
"383" 45.667565 -111.049354
"384" 40.860869 -74.1983179
"385" 35.6465537 -82.2976022
"386" 38.1866733 -83.4340472
"387" 40.630848 -75.3847107
"388" 33.745946 -84.4151794
"389" 42.4733866 -96.3585355
"390" 33.938031 -80.347003
"391" 42.2579399 -72.5763912
"392" 42.874457 -97.410359
"393" 43.0717772 -88.0301946
"394" 42.0021111 -91.6510391
"395" 41.851471 -90.1989742
"396" 41.5130081 -74.0123926
"397" 41.5130081 -74.0123926
"398" 41.5130081 -74.0123926
"399" 40.9041553 -81.1127618
"400" 40.3731566 -82.47349
"401" 40.597545 -75.510112
"402" 36.6151661 -88.3226914
"403" 39.997343 -81.737966
"404" 41.8799528 -87.6247776
"405" 43.1030175 -77.520027
"406" 40.7431473 -74.1783086
"407" 34.0659928 -106.9056113
"408" 40.7295134 -73.9964609
"409" 34.2861183 -81.6220417
"410" 43.1383605 -79.0376672
"411" 42.6917289 -73.1030323
"412" 36.076766 -79.7690564
"413" 35.7846633 -78.6820946
"414" 36.0186775 -77.7743049
"415" 41.778211 -88.1425019
"416" 46.8979402 -96.8028766
"417" 41.9748334 -87.7112238
"418" 40.1856419 -92.5817312
"419" 42.3398067 -71.0891717
"420" 35.1898983 -111.6527599
"421" 41.934176 -88.7738736
"422" 40.3496942 -94.8805723
"423" 43.5630615 -116.5668828
"424" 42.9979484 -96.0582598
"425" 42.0564594 -87.675267
"426" 44.138478 -72.658766
"427" 41.5068501 -81.5154967
"428" 42.671511 -83.2166504
"429" 41.2938119 -82.2236102
"430" 34.1266199 -118.2124186
"431" 33.873516 -84.331211
"432" 40.7658541 -83.83236
"433" 39.324358 -82.1013889
"434" 40.2959764 -83.0678456
"435" 35.360101 -96.935674
"436" 35.6109412 -97.4686003
"437" 36.1270236 -97.0737222
"438" 40.125505 -82.936435
"439" 34.1255241 -93.0527592
"440" 29.4255949 -98.5428357
"441" 40.7113646 -74.0051318
"442" 47.1464936 -122.4417973
"443" 38.5698777 -122.4394834
"444" 45.5209449 -123.1096477
"445" 34.6904889 -79.2010053
"446" 40.7982133 -77.8599084
"447" 34.0414045 -118.7095814
"448" 40.4757522 -95.7319554
"449" 35.4848823 -80.2804584
"450" 40.0233185 -75.1942714
"451" 36.397669 -97.841491
"452" 34.5665363 -83.5419975
"453" 37.4795448 -82.5195138
"454" 34.1046694 -117.7047392
"455" 32.7183104 -117.2502264
"456" 40.438561 -80.002001
"457" 28.1507405 -81.8512536
"458" 30.0952322 -95.9806139
"459" 34.4651822 -81.877559
"460" 40.3439888 -74.6514481
"461" 41.8438848 -71.4346677
"462" 40.4237054 -86.9211946
"463" 40.7356327 -73.8177678
"464" 39.9389226 -91.3860389
"465" 41.419218 -72.8939679
"466" 37.137399 -80.5507896
"467" 41.082065 -74.174622
"468" 37.7603848 -77.4783295
"469" 37.4370664 -79.1732704
"470" 45.480571 -122.630091
"471" 42.350288 -71.30895
"472" 42.730172 -73.6788026
"473" 35.1556967 -89.9897699
"474" 40.2806536 -74.7391314
"475" 43.8432217 -88.8409595
"476" 42.739534 -71.454415
"477" 37.2974291 -80.0556669
"478" 39.0308327 -94.5734484
"479" 45.7965967 -108.5581514
"480" 41.6503087 -71.2607787
"481" 28.5918723 -81.3484843
"482" 41.901617 -87.823428
"483" 39.7103762 -75.1180511
"484" 40.5008186 -74.4473991
"485" 39.9471793 -75.1204755
"486" 40.7443778 -74.1712424
"487" 41.221728 -73.242137
"488" 41.5402651 -90.5807197
"489" 42.9874723 -71.5072307
"490" 45.552525 -94.151093
"491" 40.6933174 -73.9922772
"492" 40.6933174 -73.9922772
"493" 40.721588 -73.7944657
"494" 40.919613 -87.155951
"495" 40.919613 -87.155951
"496" 39.9952597 -75.2389052
"497" 40.919613 -87.155951
"498" 38.6357332 -90.2335882
"499" 41.7083299 -86.2581234
"500" 44.0436653 -91.6959279
"501" 39.5092648 -87.4616353
"502" 44.4951628 -73.1627561
"503" 44.461154 -93.1836963
"504" 40.7273017 -74.0718197
"505" 40.2926131 -79.4056784
"506" 41.7069321 -87.716174
"507" 39.2889078 -80.5710545
"508" 36.08726 -80.2401509
"509" 38.3444766 -75.6058571
"510" 33.4649931 -86.7919851
"511" 32.7747703 -117.071665
"512" 37.3496418 -121.9389875
"513" 40.9360524 -73.8433974
"514" 32.0729232 -81.0940516
"515" 30.031826 -99.130819
"516" 34.1042118 -117.710379
"517" 47.6502678 -122.3611245
"518" 47.6105941 -122.3172284
"519" 40.745101 -74.243007
"520" 40.3090134 -79.5579127
"521" 40.060906 -77.5214886
"522" 34.2577293 -85.1963103
"523" 42.7184305 -73.7516675
"524" 41.9058992 -84.0158814
"525" 42.3390666 -71.1006594
"526" 41.364988 -93.563626
"527" 43.5321764 -96.7390169
"528" 43.0961489 -73.7817705
"529" 42.3180957 -72.6372341
"530" 44.3185729 -96.7821217
"531" 37.314985 -89.528531
"532" 34.0048309 -96.3763534
"533" 33.6627731 -117.901352
"534" 38.7930622 -89.9967072
"535" 32.8412178 -96.7845175
"536" 37.6011278 -93.4063276
"537" 37.2006291 -93.281232
"538" 44.4557746 -95.7602634
"539" 32.3963724 -97.3268414
"540" 32.6406849 -116.9980806
"541" 30.6368922 -97.664306
"542" 38.2413423 -85.7573339
"543" 33.7452157 -84.4114887
"544" 42.2064519 -84.5549522
"545" 42.0799022 -78.4845212
"546" 38.981963 -76.491536
"547" 43.1153724 -77.5115112
"548" 44.5890632 -75.1621818
"549" 47.0403412 -122.8154333
"550" 37.841114 -122.109368
"551" 38.1909255 -76.4290313
"552" 29.4530668 -98.5613485
"553" 44.4462084 -88.0683438
"554" 36.7617792 -77.8503067
"555" 41.0421694 -73.9364154
"556" 38.951431 -92.322074
"557" 29.035599 -81.3034152
"558" 40.7443226 -74.0258682
"559" 39.4923197 -74.5313763
"560" 42.0619239 -71.0776497
"561" 42.6867393 -73.822842
"562" 42.0887762 -75.9701781
"563" 43.0008093 -78.7889697
"564" 40.9123761 -73.1233889
"565" 43.210018 -77.9507327
"566" 43.4509016 -76.5440118
"567" 42.9337414 -78.8821363
"568" 42.599001 -76.187797
"569" 42.4509826 -79.339419
"570" 42.7960069 -77.8238627
"571" 41.7408967 -74.0820908
"572" 44.6887994 -73.4697613
"573" 44.664685 -74.9761534
"574" 41.0466485 -73.6977661
"575" 40.7975612 -76.8746088
"576" 37.5576478 -79.0828644
"577" 43.0391534 -76.1351158
"578" 38.3442533 -97.1992333
"579" 33.4344131 -86.113468
"580" 40.4562106 -85.4970627
"581" 35.4451138 -84.5927129
"582" 31.9685988 -99.9018131
"583" 31.9685988 -99.9018131
"584" 32.7095304 -97.3627948
"585" 29.573381 -97.9853883
"586" 29.7217625 -95.3606121
"587" 32.7332102 -97.2794483
"588" 32.797075 -79.9606739
"589" 41.4119273 -80.383989
"590" 41.118442 -83.1845649
"591" 38.0521497 -84.4936217
"592" 40.2688352 -74.78091
"593" 41.6323807 -85.0080978
"594" 41.747078 -72.690375
"595" 38.9275319 -77.0024664
"596" 44.4776022 -73.2224458
"597" 29.4635671 -98.4823393
"598" 29.9403477 -90.1207279
"599" 36.1734323 -82.7603678
"600" 32.430678 -85.7072853
"601" 36.871447 -83.887032
"602" 42.8177427 -73.9305222
"603" 44.021364 -88.550861
"604" 33.4964621 -86.8095148
"605" 36.0678324 -94.1736551
"606" 37.8718992 -122.2585399
"607" 33.6404952 -117.8442962
"608" 28.6024274 -81.2000599
"609" 38.3328289 -81.6165232
"610" 41.7886079 -87.5987133
"611" 39.1329219 -84.5149504
"612" 41.8077414 -72.2539805
"613" 32.845549 -96.9194984
"614" 39.7406624 -84.1792421
"615" 39.6779504 -75.7506114
"616" 39.6766174 -104.9618965
"617" 42.4170914 -83.140294
"618" 42.4957207 -90.694911
"619" 37.9732856 -87.531681
"620" 29.6436325 -82.3549302
"621" 33.9480053 -83.3773221
"622" 41.800041 -72.7149903
"623" 21.3 -157.818968
"624" 40.1019523 -88.2271615
"625" 41.8700281 -87.6716871
"626" 39.7098279 -86.1338854
"627" 38.9543439 -95.2557961
"628" 34.0993679 -117.7721613
"629" 38.2150452 -85.7601557
"630" 44.6663725 -70.1473614
"631" 44.7114655 -67.4580776
"632" 46.6694136 -68.018649
"633" 39.2551135 -76.7111956
"634" 38.9869183 -76.9425543
"635" 42.3911569 -72.5267121
"636" 41.6308883 -71.0066999
"637" 25.7197396 -80.2770842
"638" 42.2780436 -83.7382241
"639" 46.818443 -92.0859227
"640" 45.5892069 -95.9033782
"641" 44.97399 -93.2277285
"642" 34.3647324 -89.538443
"643" 38.9403808 -92.3277375
"644" 37.9542535 -91.7740231
"645" 38.7001176 -90.3055063
"646" 30.7934181 -88.131579
"647" 33.1039169 -86.8641543
"648" 40.8201966 -96.7004763
"649" 43.458625 -70.3890932
"650" 43.138948 -70.9370252
"651" 35.6167944 -82.5672984
"652" 35.9049122 -79.0469134
"653" 35.3053732 -80.7309636
"654" 36.0662897 -79.8063395
"655" 34.225775 -77.8697741
"656" 47.922891 -97.0768014
"657" 30.2700609 -81.5084212
"658" 33.207488 -97.1525862
"659" 40.4040755 -104.6981412
"660" 42.5136981 -92.4635157
"661" 41.7055716 -86.2353388
"662" 35.2058936 -97.4457137
"663" 44.0448302 -123.0726055
"664" 39.9522188 -75.1932137
"665" 40.4443533 -79.960835
"666" 45.5721069 -122.7258785
"667" 47.2620315 -122.4816819
"668" 41.4853379 -71.5290427
"669" 37.5739607 -77.5396137
"670" 43.1305531 -77.6260033
"671" 32.7716468 -117.1914947
"672" 37.776446 -122.450139
"673" 35.029728 -97.95459
"674" 41.4058754 -75.6566238
"675" 33.5749005 -81.7691889
"676" 33.996112 -81.0274276
"677" 28.0587031 -82.4138539
"678" 34.0223519 -118.285117
"679" 38.3057535 -104.5801323
"680" 37.9582278 -87.6753726
"681" 31.3310077 -89.3357393
"682" 44.9419215 -93.189749
"683" 29.7364692 -95.3933007
"684" 35.9544013 -83.9294564
"685" 32.7296782 -97.1129261
"686" 30.2849185 -97.7340567
"687" 29.584606 -98.6166152
"688" 39.945974 -75.165566
"689" 37.9805251 -121.3129754
"690" 35.2050177 -85.9208646
"691" 36.1510134 -95.9451387
"692" 40.7649368 -111.8421021
"693" 44.4778528 -73.1964637
"694" 38.0335529 -78.5079772
"695" 47.6553351 -122.3035199
"696" 30.5490901 -87.2185263
"697" 44.8699726 -91.927859
"698" 46.7177047 -92.0873409
"699" 42.8383546 -88.7432242
"700" 44.5323018 -87.9213524
"701" 43.076592 -89.4124875
"702" 43.078263 -87.8819686
"703" 41.3130972 -105.5796706
"704" 42.8372682 -91.8006369
"705" 40.1942068 -75.4580225
"706" 41.4938332 -81.4650273
"707" 46.9185696 -98.0038717
"708" 41.4622207 -87.0401554
"709" 36.1447034 -86.8026551
"710" 41.686662 -73.894944
"711" 40.0349011 -75.3373504
"712" 37.5489872 -77.4534286
"713" 37.2380253 -77.4199931
"714" 37.2283843 -80.4234167
"715" 37.5626655 -77.4508354
"716" 36.8711755 -76.1867523
"717" 43.8021099 -91.2434935
"718" 33.308054 -81.1285708
"719" 40.0392075 -86.9083879
"720" 40.6145939 -74.090871
"721" 36.1319172 -80.2779719
"722" 40.8740035 -81.3685228
"723" 35.6129283 -82.4415078
"724" 42.7285775 -92.4821589
"725" 40.171125 -80.241193
"726" 37.7915097 -79.4445139
"727" 39.2192293 -76.06965
"728" 46.7319374 -117.1544219
"729" 38.6487895 -90.3107962
"730" 42.2426999 -97.0145104
"731" 39.899094 -80.18732
"732" 27.8397812 -81.5336731
"733" 38.5906019 -90.3453509
"734" 42.2935733 -71.3059277
"735" 42.7456208 -76.6946872
"736" 42.3374786 -71.0953609
"737" 39.1631149 -75.5276093
"738" 41.5566104 -72.6569041
"739" 39.9518684 -75.600249
"740" 40.1623386 -80.6038692
"741" 38.9906163 -80.2174929
"742" 35.309075 -83.186674
"743" 39.5829886 -77.0036763
"744" 42.2831778 -85.6152186
"745" 42.115861 -72.5214386
"746" 38.547276 -106.917765
"747" 48.738511 -122.485631
"748" 42.1307786 -72.7948858
"749" 40.7319708 -111.854745
"750" 38.8493037 -91.9569668
"751" 40.7319708 -111.854745
"752" 41.1180966 -80.3282632
"753" 34.4488434 -119.6610313
"754" 41.86833 -88.099622
"755" 40.0695625 -80.6917301
"756" 46.0715857 -118.3298993
"757" 33.9787932 -118.0322842
"758" 47.7548497 -117.4198208
"759" 39.8615689 -75.3552631
"760" 41.244314 -75.888614
"761" 44.9371219 -123.0318004
"762" 39.2489693 -94.4117789
"763" 38.860245 -91.9503866
"764" 42.7134709 -73.2049942
"765" 39.9503866 -77.6490488
"766" 34.98713 -80.443343
"767" 44.0473997 -91.6432837
"768" 34.937892 -81.0317713
"769" 43.0370622 -88.022245
"770" 39.9346566 -83.812195
"771" 34.9588759 -81.934516
"772" 42.2738556 -71.8059756
"773" 42.2684332 -71.8423676
"774" 39.149091 -84.474037
"775" 29.9648943 -90.1069054
"776" 41.3163244 -72.9223431
"777" 39.9476761 -76.7300448
